ax,ay,az,gx,gy,gz,mx,my,mz,heading,pitch,roll
-0.185,-0.369,-0.934,0.034,0.001,0.002,21.75,-9.45,-75.15,199.93,10.61,-159.67
-0.185,-0.369,-0.934,0.032,-0.001,0.001,21.75,-9.45,-75.6,199.94,10.62,-159.67
-0.18,-0.37,-0.934,0.031,0.001,-0.006,21.75,-9.45,-75.6,199.95,10.62,-159.67
-0.181,-0.37,-0.938,0.029,-0.004,0.002,22.65,-9.6,-74.25,199.96,10.62,-159.67
-0.181,-0.37,-0.938,0.035,-0.001,-0.001,21.6,-9.6,-73.95,199.98,10.62,-159.67
-0.183,-0.367,-0.937,0.025,-0.003,-0.001,24.0,-9.45,-74.1,199.99,10.62,-159.66
-0.177,-0.371,-0.941,0.032,-0.001,-0.004,22.5,-8.25,-74.85,200.0,10.62,-159.67
-0.183,-0.366,-0.94,0.031,0.0,-0.003,22.5,-8.25,-74.85,200.01,10.63,-159.68
-0.183,-0.366,-0.94,0.032,-0.003,-0.001,22.5,-8.25,-74.85,200.02,10.63,-159.68
-0.178,-0.368,-0.938,0.035,0.001,-0.005,22.05,-10.65,-74.4,200.03,10.63,-159.68
-0.182,-0.378,-0.937,0.03,-0.002,-0.001,21.9,-8.55,-73.95,200.05,10.63,-159.67
-0.182,-0.378,-0.937,0.031,0.001,-0.006,22.5,-9.9,-76.35,200.06,10.63,-159.67
-0.183,-0.373,-0.942,0.036,0.004,-0.001,23.55,-10.2,-74.85,200.07,10.63,-159.66
-0.18,-0.374,-0.939,0.032,0.003,-0.001,22.8,-10.65,-75.9,200.08,10.63,-159.65
-0.173,-0.372,-0.939,0.031,-0.004,-0.003,23.4,-8.85,-73.95,200.09,10.62,-159.65
-0.173,-0.372,-0.939,0.033,-0.004,-0.001,22.5,-9.45,-75.15,200.1,10.61,-159.65
-0.176,-0.373,-0.934,0.033,0.003,-0.004,23.4,-10.05,-75.0,200.11,10.61,-159.64
-0.174,-0.372,-0.939,0.033,0.006,0.004,23.4,-10.05,-75.0,200.12,10.6,-159.63
-0.174,-0.372,-0.939,0.037,0.003,-0.001,22.5,-10.2,-74.85,200.13,10.6,-159.63
-0.18,-0.368,-0.939,0.035,0.001,0.0,23.1,-9.6,-75.0,200.14,10.6,-159.63
-0.186,-0.37,-0.936,0.033,0.0,-0.002,22.35,-10.5,-75.75,200.15,10.6,-159.62
-0.177,-0.37,-0.945,0.034,0.0,0.001,22.5,-9.0,-74.85,200.16,10.6,-159.63
-0.177,-0.37,-0.945,0.034,-0.005,-0.002,22.5,-9.0,-74.85,200.17,10.59,-159.63
-0.182,-0.366,-0.94,0.03,-0.001,-0.007,22.8,-8.25,-74.85,200.18,10.6,-159.64
-0.185,-0.371,-0.936,0.037,-0.002,-0.002,22.65,-10.05,-75.0,200.19,10.6,-159.63
-0.179,-0.373,-0.938,0.036,0.006,-0.002,23.1,-10.8,-75.3,200.2,10.6,-159.63
-0.179,-0.373,-0.938,0.031,0.002,-0.007,23.55,-9.45,-75.15,200.21,10.59,-159.62
-0.18,-0.367,-0.939,0.039,-0.002,-0.003,23.55,-9.45,-75.15,200.22,10.59,-159.62
-0.181,-0.369,-0.937,0.029,0.0,-0.003,22.05,-8.7,-74.85,200.24,10.6,-159.63
-0.181,-0.369,-0.937,0.037,0.001,-0.004,22.65,-10.5,-75.0,200.24,10.6,-159.62
-0.184,-0.374,-0.941,0.034,-0.002,0.003,23.55,-9.45,-76.35,200.26,10.6,-159.62
-0.18,-0.369,-0.937,0.039,0.003,-0.001,22.5,-9.0,-75.9,200.27,10.6,-159.62
-0.184,-0.373,-0.942,0.031,-0.002,-0.0,22.5,-9.0,-75.9,200.28,10.6,-159.62
-0.184,-0.373,-0.942,0.034,0.001,-0.003,23.25,-10.2,-74.85,200.29,10.6,-159.61
-0.182,-0.37,-0.941,0.03,-0.003,-0.001,21.9,-10.05,-73.5,200.3,10.6,-159.61
-0.181,-0.372,-0.94,0.034,0.002,0.002,22.05,-10.65,-74.4,200.31,10.6,-159.61
-0.181,-0.372,-0.94,0.033,0.002,-0.002,21.6,-10.05,-75.3,200.32,10.6,-159.6
-0.179,-0.371,-0.939,0.034,0.008,-0.004,21.6,-10.05,-75.3,200.33,10.6,-159.6
-0.178,-0.367,-0.937,0.029,-0.001,-0.004,21.3,-8.7,-74.85,200.34,10.6,-159.61
-0.179,-0.371,-0.94,0.038,0.005,-0.0,23.25,-8.7,-75.15,200.35,10.6,-159.61
-0.179,-0.371,-0.94,0.031,-0.003,-0.002,21.75,-9.0,-75.6,200.36,10.6,-159.61
-0.183,-0.373,-0.933,0.034,-0.001,-0.002,23.4,-9.3,-75.0,200.37,10.6,-159.61
-0.181,-0.367,-0.933,0.031,-0.001,0.001,23.4,-9.3,-75.0,200.39,10.6,-159.61
-0.181,-0.367,-0.933,0.037,0.002,-0.003,22.65,-9.6,-75.0,200.4,10.61,-159.61
-0.183,-0.37,-0.934,0.035,0.002,-0.006,21.15,-9.6,-75.0,200.41,10.61,-159.6
-0.178,-0.372,-0.94,0.037,-0.004,-0.005,23.1,-9.6,-74.55,200.42,10.61,-159.6
-0.178,-0.371,-0.938,0.039,-0.001,-0.002,22.35,-10.05,-76.5,200.43,10.6,-159.6
-0.178,-0.371,-0.938,0.034,0.005,-0.005,22.35,-10.05,-76.5,200.44,10.6,-159.6
-0.178,-0.37,-0.94,0.035,0.002,0.002,23.1,-8.85,-75.0,200.45,10.6,-159.6
-0.182,-0.37,-0.938,0.031,-0.002,-0.004,22.35,-9.3,-75.75,200.46,10.6,-159.6
-0.182,-0.37,-0.938,0.031,0.0,-0.005,22.65,-9.6,-76.05,200.47,10.6,-159.6
-0.178,-0.367,-0.934,0.037,0.001,0.002,22.8,-9.9,-75.6,200.48,10.6,-159.6
-0.18,-0.373,-0.942,0.038,0.006,0.002,22.8,-9.9,-75.6,200.49,10.6,-159.59
-0.181,-0.372,-0.933,0.03,0.0,-0.0,23.4,-9.3,-76.05,200.5,10.6,-159.59
-0.181,-0.372,-0.933,0.041,0.006,-0.006,21.75,-10.65,-75.9,200.51,10.6,-159.58
-0.176,-0.366,-0.933,0.033,-0.003,-0.006,23.85,-9.6,-74.25,200.52,10.6,-159.58
-0.18,-0.371,-0.936,0.037,0.002,-0.002,22.5,-9.0,-74.1,200.53,10.6,-159.58
-0.18,-0.371,-0.936,0.036,0.003,-0.003,22.5,-9.0,-74.1,200.54,10.6,-159.58
-0.18,-0.37,-0.941,0.035,-0.004,-0.006,22.5,-8.25,-74.85,200.55,10.6,-159.58
-0.186,-0.363,-0.934,0.028,0.0,-0.005,23.1,-11.25,-75.0,200.56,10.6,-159.58
-0.181,-0.371,-0.933,0.035,-0.001,-0.002,23.55,-10.95,-74.4,200.57,10.6,-159.57
-0.181,-0.371,-0.933,0.03,-0.004,-0.001,22.65,-10.5,-75.0,200.58,10.6,-159.56
-0.179,-0.372,-0.936,0.037,0.003,-0.0,22.65,-10.5,-75.0,200.59,10.59,-159.55
-0.181,-0.37,-0.94,0.029,0.005,-0.0,22.05,-8.7,-75.6,200.6,10.6,-159.56
-0.181,-0.37,-0.94,0.036,0.001,-0.003,22.65,-9.3,-75.3,200.61,10.6,-159.56
-0.182,-0.372,-0.937,0.033,0.002,-0.002,22.35,-10.5,-74.25,200.62,10.6,-159.55
-0.18,-0.37,-0.94,0.034,-0.001,-0.003,20.55,-8.7,-75.9,200.63,10.6,-159.56
-0.183,-0.373,-0.937,0.029,-0.006,-0.002,20.55,-8.7,-75.9,200.64,10.6,-159.56
-0.183,-0.373,-0.937,0.036,-0.003,-0.001,24.0,-8.7,-74.1,200.65,10.61,-159.56
-0.179,-0.37,-0.937,0.032,0.0,-0.001,23.1,-8.55,-76.05,200.66,10.61,-159.56
-0.18,-0.37,-0.934,0.032,-0.006,-0.003,23.1,-10.8,-75.0,200.67,10.6,-159.55
-0.18,-0.37,-0.934,0.038,-0.004,0.001,23.1,-8.85,-75.3,200.68,10.61,-159.55
-0.181,-0.368,-0.935,0.038,-0.006,-0.005,22.8,-8.25,-75.15,200.7,10.61,-159.56
-0.178,-0.367,-0.939,0.031,0.001,-0.0,24.15,-10.05,-74.55,200.7,10.6,-159.55
-0.179,-0.37,-0.939,0.038,0.0,-0.003,22.05,-8.25,-75.15,200.72,10.6,-159.56
-0.179,-0.37,-0.939,0.038,-0.004,-0.001,21.6,-8.55,-75.0,200.73,10.6,-159.56
-0.174,-0.368,-0.936,0.031,-0.003,-0.002,22.5,-9.9,-74.85,200.74,10.6,-159.56
-0.179,-0.378,-0.941,0.032,-0.001,-0.004,22.5,-9.9,-74.85,200.75,10.6,-159.55
-0.179,-0.378,-0.941,0.032,-0.0,-0.002,22.5,-9.45,-74.1,200.76,10.59,-159.55
-0.185,-0.369,-0.944,0.034,-0.002,0.001,23.1,-10.5,-74.25,200.77,10.59,-159.54
-0.179,-0.369,-0.934,0.036,-0.003,-0.0,22.5,-10.2,-75.9,200.77,10.59,-159.54
-0.183,-0.369,-0.94,0.03,0.005,-0.001,22.5,-10.2,-75.9,200.78,10.59,-159.54
-0.183,-0.369,-0.94,0.031,-0.004,-0.003,22.5,-10.2,-75.9,200.79,10.59,-159.54
-0.179,-0.37,-0.938,0.038,-0.0,0.003,23.4,-9.6,-73.5,200.8,10.59,-159.53
-0.183,-0.369,-0.94,0.038,0.001,0.003,24.0,-9.0,-74.1,200.81,10.59,-159.53
-0.176,-0.367,-0.94,0.032,0.004,-0.002,22.5,-9.45,-74.4,200.82,10.59,-159.53
-0.176,-0.367,-0.94,0.037,-0.005,-0.004,21.75,-9.9,-74.1,200.83,10.58,-159.54
-0.184,-0.376,-0.94,0.035,-0.002,-0.003,21.75,-9.9,-74.1,200.84,10.59,-159.53
-0.177,-0.37,-0.939,0.033,-0.001,-0.003,21.75,-9.45,-75.9,200.85,10.58,-159.53
-0.177,-0.37,-0.939,0.035,0.0,-0.0,23.4,-10.05,-74.25,200.86,10.58,-159.53
-0.179,-0.371,-0.936,0.033,0.002,-0.001,22.8,-9.45,-75.6,200.87,10.58,-159.52
-0.179,-0.376,-0.937,0.035,-0.001,-0.003,22.5,-10.2,-73.65,200.88,10.57,-159.51
-0.178,-0.371,-0.943,0.034,-0.002,-0.005,21.75,-9.45,-75.15,200.89,10.57,-159.52
-0.178,-0.371,-0.943,0.036,-0.001,-0.002,20.55,-10.2,-75.15,200.9,10.57,-159.52
-0.181,-0.375,-0.934,0.031,0.004,0.0,22.5,-9.0,-75.6,200.91,10.57,-159.51
-0.182,-0.367,-0.937,0.034,-0.007,-0.006,21.9,-9.6,-74.55,200.92,10.58,-159.52
-0.182,-0.367,-0.937,0.034,0.001,-0.002,22.65,-8.55,-75.75,200.93,10.58,-159.52
-0.176,-0.369,-0.941,0.03,-0.006,-0.001,23.55,-8.55,-75.75,200.94,10.58,-159.52
-0.175,-0.374,-0.935,0.035,-0.001,-0.003,23.25,-8.7,-75.6,200.95,10.57,-159.52
-0.18,-0.371,-0.937,0.03,-0.006,-0.005,22.35,-10.5,-75.0,200.96,10.57,-159.52
-0.18,-0.371,-0.937,0.031,0.0,-0.005,23.55,-8.25,-75.15,200.97,10.57,-159.52
-0.178,-0.369,-0.935,0.035,0.001,-0.002,23.55,-8.25,-75.15,200.98,10.57,-159.52
-0.185,-0.371,-0.943,0.034,0.002,0.002,23.55,-8.25,-75.15,200.99,10.58,-159.52
-0.185,-0.371,-0.943,0.031,-0.003,-0.004,22.8,-8.25,-75.6,201.01,10.58,-159.53
-0.179,-0.371,-0.938,0.041,0.003,-0.003,22.65,-8.55,-75.75,201.02,10.58,-159.53
-0.179,-0.369,-0.939,0.026,-0.007,-0.003,21.9,-10.5,-76.5,201.03,10.58,-159.53
-0.181,-0.369,-0.938,0.033,0.002,0.0,23.1,-10.8,-74.55,201.03,10.58,-159.52
-0.181,-0.369,-0.938,0.029,-0.0,-0.005,21.9,-9.6,-75.3,201.04,10.58,-159.52
-0.179,-0.371,-0.938,0.033,-0.001,0.001,22.65,-9.3,-75.0,201.05,10.58,-159.52
-0.184,-0.374,-0.937,0.025,0.002,-0.001,21.9,-9.3,-76.5,201.06,10.58,-159.52
-0.184,-0.374,-0.937,0.038,0.006,0.0,23.4,-9.6,-74.55,201.07,10.59,-159.51
-0.175,-0.368,-0.93,0.029,-0.002,-0.001,22.65,-9.3,-73.95,201.08,10.58,-159.51
-0.176,-0.368,-0.938,0.038,0.005,-0.003,22.05,-9.45,-75.9,201.09,10.58,-159.51
-0.179,-0.371,-0.942,0.035,0.006,-0.002,22.05,-9.0,-75.9,201.1,10.58,-159.52
-0.179,-0.371,-0.942,0.033,-0.001,-0.003,22.8,-9.9,-75.15,201.11,10.58,-159.51
-0.178,-0.376,-0.94,0.032,0.002,0.0,21.9,-8.85,-75.0,201.12,10.57,-159.51
-0.185,-0.368,-0.934,0.035,-0.0,-0.004,21.9,-8.85,-75.0,201.14,10.58,-159.51
-0.185,-0.368,-0.934,0.041,0.002,-0.003,21.9,-8.85,-75.0,201.15,10.59,-159.52
-0.178,-0.366,-0.938,0.036,-0.001,-0.005,21.9,-8.1,-75.3,201.16,10.59,-159.53
-0.179,-0.374,-0.933,0.043,0.004,-0.007,21.3,-9.9,-75.9,201.17,10.59,-159.52
-0.181,-0.372,-0.937,0.031,-0.001,-0.002,22.35,-8.85,-75.3,201.18,10.59,-159.52
-0.181,-0.372,-0.937,0.034,-0.002,-0.002,22.35,-8.85,-75.3,201.19,10.59,-159.52
-0.179,-0.371,-0.944,0.033,0.003,-0.004,22.35,-8.85,-75.3,201.2,10.59,-159.52
-0.183,-0.368,-0.938,0.026,-0.002,-0.002,21.6,-10.05,-75.3,201.21,10.59,-159.52
-0.183,-0.368,-0.938,0.029,-0.004,0.0,22.35,-8.85,-75.3,201.22,10.59,-159.52
-0.183,-0.37,-0.942,0.039,0.001,-0.001,23.25,-8.7,-74.85,201.23,10.6,-159.52
-0.183,-0.374,-0.938,0.029,-0.005,0.0,21.3,-9.45,-75.6,201.24,10.6,-159.52
-0.179,-0.366,-0.943,0.033,0.0,-0.003,23.4,-10.5,-76.05,201.25,10.59,-159.52
-0.179,-0.366,-0.943,0.036,-0.003,-0.001,23.1,-9.6,-76.05,201.26,10.59,-159.52
-0.178,-0.376,-0.935,0.034,0.003,-0.0,23.85,-10.8,-75.75,201.26,10.59,-159.51
-0.184,-0.371,-0.93,0.033,-0.002,0.001,24.45,-10.05,-76.05,201.27,10.59,-159.5
-0.184,-0.371,-0.93,0.037,0.004,-0.001,21.75,-9.9,-74.4,201.28,10.59,-159.49
-0.185,-0.364,-0.937,0.027,-0.001,0.002,22.8,-9.9,-75.15,201.29,10.59,-159.49
-0.181,-0.37,-0.942,0.033,0.003,-0.006,22.35,-8.85,-74.55,201.3,10.59,-159.5
-0.177,-0.368,-0.938,0.032,-0.004,-0.004,21.75,-7.95,-75.15,201.31,10.59,-159.5
-0.177,-0.368,-0.938,0.035,0.004,-0.001,21.3,-9.0,-75.9,201.32,10.59,-159.51
-0.178,-0.366,-0.936,0.031,0.001,-0.001,21.3,-9.0,-75.9,201.33,10.59,-159.51
-0.182,-0.372,-0.938,0.034,0.002,-0.004,21.3,-9.0,-75.9,201.34,10.6,-159.52
-0.182,-0.372,-0.938,0.027,-0.002,0.003,22.8,-9.0,-74.1,201.35,10.6,-159.51
-0.174,-0.374,-0.938,0.03,0.003,-0.002,23.25,-10.2,-74.4,201.36,10.59,-159.5
-0.174,-0.374,-0.938,0.033,-0.002,-0.001,22.5,-9.9,-74.1,201.37,10.58,-159.5
-0.18,-0.371,-0.936,0.03,-0.004,-0.003,22.5,-9.9,-74.1,201.38,10.58,-159.49
-0.18,-0.371,-0.936,0.04,-0.003,0.0,22.8,-9.9,-74.85,201.39,10.58,-159.48
-0.179,-0.371,-0.937,0.031,-0.0,0.0,23.1,-9.3,-75.75,201.4,10.58,-159.48
-0.181,-0.369,-0.943,0.036,0.0,0.001,21.75,-9.0,-75.6,201.41,10.58,-159.49
-0.182,-0.367,-0.93,0.038,0.006,-0.005,22.5,-9.45,-75.6,201.42,10.58,-159.49
-0.182,-0.367,-0.93,0.036,0.002,0.001,22.65,-10.05,-76.05,201.43,10.58,-159.48
-0.176,-0.373,-0.932,0.027,0.001,-0.003,21.9,-9.3,-76.5,201.44,10.58,-159.48
-0.178,-0.369,-0.938,0.035,-0.001,-0.006,23.1,-8.1,-76.05,201.45,10.58,-159.49
-0.178,-0.369,-0.938,0.032,-0.001,-0.003,22.35,-8.85,-73.2,201.46,10.58,-159.49
-0.181,-0.369,-0.936,0.029,0.002,-0.001,21.75,-9.9,-76.65,201.47,10.58,-159.49
-0.181,-0.372,-0.936,0.035,0.001,-0.001,21.75,-9.9,-76.65,201.48,10.58,-159.48
-0.18,-0.369,-0.932,0.04,0.001,-0.005,22.8,-10.2,-74.85,201.48,10.58,-159.48
-0.18,-0.369,-0.932,0.03,-0.002,-0.001,22.5,-10.2,-75.15,201.49,10.58,-159.47
-0.184,-0.364,-0.933,0.039,0.002,0.0,22.65,-9.3,-74.55,201.5,10.58,-159.47
-0.179,-0.369,-0.941,0.031,0.001,-0.003,22.65,-9.6,-76.5,201.51,10.58,-159.47
-0.179,-0.369,-0.941,0.038,-0.0,-0.003,22.65,-9.6,-76.5,201.52,10.58,-159.48
-0.181,-0.368,-0.932,0.035,0.0,-0.005,22.8,-8.7,-75.9,201.53,10.58,-159.48
-0.178,-0.369,-0.939,0.032,-0.005,-0.001,22.8,-9.9,-75.9,201.54,10.58,-159.48
-0.18,-0.372,-0.934,0.033,-0.001,0.001,22.8,-8.7,-75.9,201.55,10.58,-159.47
-0.18,-0.372,-0.934,0.039,0.006,-0.002,21.75,-10.2,-76.65,201.56,10.58,-159.47
-0.178,-0.369,-0.938,0.03,-0.003,0.005,21.75,-10.2,-76.65,201.57,10.58,-159.47
-0.176,-0.366,-0.943,0.039,-0.0,-0.0,23.1,-8.85,-75.75,201.58,10.57,-159.47
-0.176,-0.366,-0.943,0.038,-0.002,-0.002,22.8,-9.45,-74.4,201.58,10.57,-159.48
-0.179,-0.37,-0.94,0.032,-0.0,0.002,22.35,-10.5,-74.55,201.59,10.56,-159.47
-0.178,-0.371,-0.93,0.036,0.002,0.004,22.05,-9.9,-74.85,201.6,10.56,-159.46
-0.18,-0.369,-0.942,0.032,-0.005,-0.001,22.05,-9.9,-74.85,201.61,10.56,-159.46
-0.18,-0.369,-0.942,0.029,0.0,-0.005,22.65,-8.85,-75.75,201.62,10.56,-159.47
-0.18,-0.365,-0.949,0.027,-0.0,0.002,23.25,-8.7,-74.85,201.62,10.56,-159.47
-0.181,-0.371,-0.937,0.035,0.0,0.001,23.4,-10.5,-75.3,201.63,10.56,-159.47
-0.181,-0.371,-0.937,0.03,-0.002,-0.005,21.3,-9.0,-74.4,201.64,10.56,-159.47
-0.181,-0.371,-0.942,0.028,0.001,-0.004,21.3,-9.0,-74.4,201.65,10.56,-159.47
-0.176,-0.374,-0.938,0.041,-0.002,0.0,22.05,-9.0,-75.15,201.66,10.56,-159.47
-0.188,-0.373,-0.944,0.033,0.001,-0.001,21.3,-8.7,-75.6,201.67,10.56,-159.47
-0.188,-0.373,-0.944,0.033,-0.007,-0.002,22.8,-9.45,-75.6,201.68,10.57,-159.47
-0.178,-0.369,-0.939,0.037,0.005,-0.006,22.35,-10.5,-75.3,201.69,10.57,-159.46
-0.176,-0.365,-0.939,0.028,0.002,0.0,22.35,-10.5,-75.3,201.7,10.56,-159.46
-0.176,-0.365,-0.939,0.035,0.001,-0.002,21.75,-10.2,-75.6,201.7,10.56,-159.46
-0.177,-0.374,-0.938,0.031,0.0,0.001,22.35,-10.05,-76.05,201.71,10.55,-159.46
-0.18,-0.374,-0.938,0.033,0.001,-0.008,22.5,-9.9,-74.4,201.72,10.55,-159.45
-0.184,-0.375,-0.931,0.032,0.001,0.0,22.05,-9.45,-74.85,201.73,10.55,-159.44
-0.184,-0.375,-0.931,0.039,0.0,-0.004,22.05,-9.45,-74.85,201.74,10.56,-159.44
-0.179,-0.375,-0.939,0.035,-0.002,0.001,22.65,-10.8,-73.95,201.75,10.55,-159.42
-0.175,-0.366,-0.941,0.033,0.003,0.001,22.05,-7.95,-73.65,201.76,10.55,-159.43
-0.175,-0.366,-0.941,0.031,-0.002,-0.004,22.8,-9.0,-74.4,201.77,10.54,-159.44
-0.181,-0.366,-0.941,0.032,-0.003,-0.003,22.5,-9.0,-75.15,201.77,10.55,-159.44
-0.18,-0.369,-0.941,0.034,-0.002,0.002,22.8,-9.9,-75.15,201.78,10.54,-159.44
-0.18,-0.37,-0.938,0.037,-0.001,-0.006,22.05,-9.45,-74.1,201.79,10.54,-159.44
-0.18,-0.37,-0.938,0.033,0.002,0.001,22.35,-9.6,-75.75,201.8,10.54,-159.44
-0.183,-0.368,-0.939,0.034,-0.002,-0.005,21.9,-9.3,-75.75,201.81,10.55,-159.44
-0.182,-0.37,-0.935,0.038,0.002,-0.002,22.65,-9.6,-75.0,201.82,10.55,-159.43
-0.182,-0.37,-0.935,0.037,0.001,-0.003,22.65,-9.6,-75.0,201.83,10.55,-159.43
-0.181,-0.37,-0.934,0.034,0.0,-0.005,22.8,-10.65,-75.6,201.83,10.55,-159.42
-0.181,-0.375,-0.939,0.029,-0.001,-0.004,21.75,-9.9,-74.85,201.84,10.55,-159.42
-0.18,-0.37,-0.939,0.027,-0.006,-0.002,23.4,-9.3,-76.05,201.85,10.55,-159.42
-0.18,-0.37,-0.939,0.029,-0.006,0.001,22.35,-10.05,-74.55,201.86,10.55,-159.41
-0.184,-0.375,-0.94,0.042,0.001,-0.006,22.35,-10.05,-74.55,201.87,10.55,-159.41
-0.182,-0.373,-0.936,0.024,-0.003,-0.0,22.35,-9.3,-74.25,201.87,10.55,-159.4
-0.182,-0.373,-0.936,0.036,0.001,-0.001,23.4,-9.3,-73.95,201.88,10.55,-159.4
-0.177,-0.371,-0.934,0.035,0.004,-0.004,21.3,-9.45,-75.9,201.89,10.55,-159.4
-0.178,-0.369,-0.933,0.036,0.004,-0.002,22.05,-10.95,-73.35,201.9,10.54,-159.39
-0.183,-0.369,-0.94,0.037,-0.0,-0.005,22.65,-11.25,-75.3,201.9,10.54,-159.38
-0.183,-0.369,-0.94,0.034,-0.001,-0.0,22.8,-10.65,-74.1,201.91,10.54,-159.38
-0.183,-0.369,-0.937,0.03,-0.003,-0.001,22.35,-9.6,-75.75,201.92,10.54,-159.38
-0.177,-0.37,-0.937,0.04,0.002,-0.003,22.65,-9.3,-74.55,201.93,10.54,-159.38
-0.177,-0.37,-0.937,0.033,-0.0,-0.001,23.1,-10.05,-74.25,201.93,10.53,-159.37
-0.179,-0.372,-0.938,0.033,-0.003,-0.002,23.4,-10.8,-74.55,201.94,10.53,-159.36
-0.175,-0.376,-0.938,0.037,0.001,0.002,22.5,-9.9,-74.1,201.95,10.52,-159.35
-0.179,-0.372,-0.944,0.032,0.004,0.002,23.55,-8.7,-76.35,201.96,10.52,-159.36
-0.179,-0.372,-0.944,0.035,0.0,-0.002,23.4,-8.55,-73.5,201.97,10.52,-159.36
-0.177,-0.37,-0.936,0.035,0.002,-0.002,23.4,-8.55,-73.5,201.97,10.52,-159.36
-0.182,-0.373,-0.936,0.034,-0.003,-0.004,23.4,-8.55,-73.5,201.98,10.52,-159.35
-0.178,-0.374,-0.944,0.031,-0.005,-0.001,22.8,-9.45,-75.6,201.99,10.52,-159.35
-0.178,-0.374,-0.944,0.035,0.003,-0.005,23.55,-9.45,-75.9,202.0,10.52,-159.35
-0.181,-0.374,-0.944,0.035,0.001,-0.001,21.9,-9.3,-75.3,202.01,10.52,-159.35
-0.176,-0.368,-0.939,0.036,0.005,-0.002,21.75,-10.2,-75.6,202.02,10.51,-159.35
-0.176,-0.368,-0.939,0.038,-0.005,-0.007,22.35,-9.3,-75.0,202.03,10.51,-159.35
-0.179,-0.372,-0.937,0.037,0.006,-0.005,23.25,-7.95,-74.85,202.04,10.51,-159.35
-0.186,-0.371,-0.942,0.031,-0.0,-0.005,24.0,-10.95,-75.6,202.04,10.51,-159.35
-0.182,-0.373,-0.944,0.034,0.004,-0.006,23.55,-9.0,-75.6,202.05,10.51,-159.35
-0.182,-0.373,-0.944,0.031,0.005,-0.003,22.5,-10.65,-74.85,202.06,10.51,-159.34
-0.182,-0.371,-0.933,0.039,0.001,-0.004,22.65,-10.5,-75.0,202.06,10.51,-159.33
-0.18,-0.372,-0.934,0.032,0.001,-0.004,23.4,-9.6,-75.0,202.07,10.51,-159.33
-0.18,-0.372,-0.934,0.038,0.001,-0.005,22.5,-10.2,-74.1,202.08,10.51,-159.32
-0.185,-0.378,-0.939,0.033,-0.001,0.0,22.05,-8.25,-75.6,202.09,10.52,-159.32
-0.178,-0.373,-0.938,0.039,0.001,-0.004,22.05,-8.25,-75.6,202.1,10.52,-159.32
-0.179,-0.369,-0.936,0.034,0.001,-0.004,23.1,-8.55,-75.3,202.11,10.52,-159.33
-0.179,-0.369,-0.936,0.039,0.001,-0.001,24.0,-10.2,-75.6,202.12,10.51,-159.32
-0.175,-0.374,-0.938,0.032,-0.001,-0.005,21.75,-9.9,-75.6,202.13,10.51,-159.32
-0.183,-0.372,-0.941,0.025,-0.001,-0.001,22.5,-8.7,-74.85,202.14,10.51,-159.32
-0.183,-0.372,-0.941,0.031,-0.002,-0.001,22.5,-8.7,-74.85,202.15,10.52,-159.32
-0.18,-0.367,-0.94,0.034,-0.003,-0.001,22.8,-9.45,-75.6,202.16,10.52,-159.33
-0.184,-0.368,-0.937,0.034,-0.002,-0.004,21.9,-10.5,-75.3,202.16,10.52,-159.32
-0.181,-0.371,-0.934,0.032,-0.002,-0.001,21.75,-10.65,-75.15,202.17,10.52,-159.32
-0.181,-0.371,-0.934,0.038,0.002,-0.002,23.85,-9.6,-76.5,202.18,10.52,-159.32
-0.18,-0.369,-0.937,0.03,0.003,-0.0,21.0,-10.95,-75.6,202.18,10.52,-159.31
-0.179,-0.368,-0.937,0.032,0.005,-0.007,22.65,-10.8,-75.0,202.19,10.51,-159.31
-0.179,-0.368,-0.937,0.036,0.003,-0.001,23.25,-9.45,-74.85,202.2,10.51,-159.31
-0.184,-0.37,-0.936,0.036,-0.001,-0.002,22.65,-10.5,-74.55,202.2,10.51,-159.3
-0.18,-0.37,-0.936,0.03,-0.006,-0.002,23.25,-9.9,-75.15,202.21,10.51,-159.3
-0.185,-0.373,-0.931,0.032,-0.001,-0.001,23.25,-9.9,-75.15,202.22,10.52,-159.29
-0.185,-0.373,-0.931,0.033,-0.002,-0.001,21.9,-9.6,-75.0,202.23,10.52,-159.29
-0.18,-0.372,-0.936,0.035,-0.002,-0.002,23.25,-10.65,-76.95,202.23,10.52,-159.28
-0.182,-0.374,-0.942,0.03,0.002,-0.004,21.75,-8.7,-75.6,202.24,10.52,-159.29
-0.182,-0.374,-0.942,0.029,-0.001,-0.0,22.35,-10.5,-75.3,202.25,10.52,-159.28
-0.18,-0.369,-0.939,0.034,-0.005,-0.002,22.35,-10.5,-75.3,202.26,10.52,-159.28
-0.186,-0.371,-0.935,0.038,0.0,-0.001,23.25,-9.45,-73.35,202.26,10.52,-159.27
-0.18,-0.371,-0.941,0.032,-0.003,-0.001,23.25,-9.9,-75.6,202.27,10.52,-159.27
-0.18,-0.371,-0.941,0.04,0.001,-0.009,23.4,-8.1,-73.95,202.28,10.52,-159.28
-0.18,-0.376,-0.943,0.03,0.0,0.0,22.65,-9.3,-76.05,202.29,10.52,-159.27
-0.181,-0.374,-0.939,0.036,-0.002,-0.003,22.65,-9.3,-76.05,202.3,10.52,-159.27
-0.181,-0.374,-0.939,0.036,0.006,-0.006,22.5,-9.0,-74.85,202.31,10.52,-159.27
