ax,ay,az,gx,gy,gz,mx,my,mz,heading,pitch,roll
-0.187,-0.372,-0.938,0.037,0.0,0.0,23.85,-9.6,-75.75,202.31,10.53,-159.27
-0.18,-0.369,-0.942,0.034,0.002,-0.005,21.9,-8.85,-74.55,202.32,10.53,-159.27
-0.179,-0.372,-0.943,0.033,-0.0,-0.004,23.4,-9.6,-75.0,202.33,10.53,-159.27
-0.179,-0.372,-0.943,0.029,-0.003,0.001,23.4,-9.6,-75.0,202.34,10.52,-159.27
-0.18,-0.371,-0.941,0.035,0.002,-0.002,23.55,-9.9,-75.6,202.34,10.52,-159.27
-0.18,-0.373,-0.94,0.033,0.001,-0.001,22.5,-10.2,-74.4,202.35,10.52,-159.26
-0.18,-0.373,-0.94,0.03,-0.001,-0.005,21.6,-9.6,-73.95,202.36,10.52,-159.26
-0.178,-0.374,-0.94,0.029,0.002,0.0,22.35,-9.6,-75.3,202.37,10.51,-159.26
-0.185,-0.371,-0.942,0.037,-0.003,-0.003,22.35,-9.6,-75.3,202.38,10.52,-159.26
-0.18,-0.366,-0.935,0.033,0.003,-0.003,23.1,-9.6,-76.05,202.38,10.52,-159.26
-0.18,-0.366,-0.935,0.028,-0.003,-0.008,22.8,-9.45,-74.4,202.39,10.52,-159.26
-0.18,-0.373,-0.937,0.04,0.002,-0.006,22.35,-7.65,-75.3,202.4,10.52,-159.27
-0.175,-0.366,-0.943,0.037,-0.001,-0.001,22.8,-9.45,-75.6,202.41,10.51,-159.27
-0.175,-0.366,-0.943,0.036,-0.001,-0.003,22.8,-9.45,-75.6,202.42,10.51,-159.28
-0.178,-0.372,-0.933,0.036,-0.001,-0.002,22.8,-9.0,-73.65,202.42,10.51,-159.27
-0.18,-0.368,-0.937,0.038,0.005,-0.003,21.75,-10.95,-74.85,202.43,10.51,-159.27
-0.177,-0.371,-0.936,0.027,-0.005,-0.004,22.65,-11.25,-75.0,202.43,10.5,-159.26
-0.177,-0.371,-0.936,0.03,0.004,-0.006,22.35,-10.8,-75.0,202.44,10.5,-159.25
-0.178,-0.373,-0.941,0.025,-0.002,-0.006,22.35,-10.8,-75.0,202.45,10.49,-159.25
-0.185,-0.368,-0.942,0.031,0.002,-0.002,22.65,-9.6,-73.95,202.45,10.49,-159.25
-0.18,-0.37,-0.937,0.034,-0.002,-0.003,22.5,-10.65,-75.6,202.46,10.49,-159.25
-0.18,-0.37,-0.937,0.036,0.0,0.001,22.05,-8.7,-74.85,202.47,10.49,-159.25
-0.185,-0.368,-0.937,0.031,-0.002,-0.001,22.35,-9.3,-75.3,202.48,10.5,-159.25
-0.181,-0.373,-0.939,0.038,0.001,0.0,22.35,-10.05,-73.95,202.48,10.5,-159.25
-0.181,-0.373,-0.939,0.036,-0.001,-0.002,21.3,-10.2,-74.85,202.49,10.5,-159.25
-0.177,-0.369,-0.936,0.03,-0.005,-0.005,22.5,-9.45,-75.15,202.5,10.5,-159.25
-0.178,-0.377,-0.937,0.035,-0.008,-0.001,21.9,-8.55,-73.2,202.51,10.49,-159.24
-0.181,-0.368,-0.941,0.03,0.003,-0.009,21.9,-8.85,-75.3,202.52,10.5,-159.25
-0.181,-0.368,-0.941,0.032,0.002,-0.003,21.9,-8.85,-75.3,202.52,10.5,-159.26
-0.186,-0.373,-0.937,0.037,0.002,-0.0,23.1,-10.5,-74.55,202.53,10.5,-159.25
-0.177,-0.371,-0.942,0.034,0.001,-0.004,23.85,-9.6,-75.0,202.54,10.5,-159.25
-0.177,-0.371,-0.942,0.031,-0.0,-0.002,22.65,-8.1,-76.05,202.55,10.5,-159.25
-0.178,-0.365,-0.938,0.034,0.004,-0.001,22.65,-8.1,-76.05,202.56,10.5,-159.26
-0.18,-0.371,-0.94,0.029,-0.002,0.0,22.65,-8.1,-76.05,202.57,10.5,-159.27
-0.175,-0.371,-0.933,0.031,0.002,-0.004,23.4,-8.85,-74.55,202.58,10.5,-159.26
-0.175,-0.371,-0.933,0.028,-0.001,-0.001,22.5,-9.45,-77.4,202.59,10.49,-159.26
-0.18,-0.371,-0.936,0.032,0.002,0.003,22.5,-9.0,-75.15,202.59,10.49,-159.26
-0.184,-0.371,-0.943,0.033,0.001,-0.001,22.05,-9.45,-75.6,202.6,10.5,-159.27
-0.184,-0.371,-0.943,0.038,0.0,-0.003,23.1,-9.6,-73.95,202.61,10.5,-159.26
-0.176,-0.374,-0.937,0.032,-0.002,-0.004,22.5,-8.25,-74.85,202.62,10.5,-159.26
-0.18,-0.37,-0.94,0.032,0.0,0.0,22.5,-8.25,-75.15,202.63,10.5,-159.27
-0.177,-0.37,-0.938,0.027,-0.003,-0.001,22.65,-9.6,-75.3,202.64,10.49,-159.27
-0.177,-0.37,-0.938,0.03,-0.003,0.002,24.0,-9.9,-75.15,202.64,10.49,-159.26
-0.181,-0.371,-0.94,0.03,0.001,-0.001,21.3,-9.45,-75.15,202.65,10.49,-159.27
-0.186,-0.371,-0.934,0.038,-0.006,-0.002,22.65,-10.05,-76.05,202.66,10.5,-159.26
-0.186,-0.371,-0.934,0.033,-0.005,-0.007,24.0,-9.45,-74.85,202.66,10.5,-159.26
-0.177,-0.371,-0.934,0.032,-0.005,0.004,22.05,-9.0,-74.4,202.67,10.5,-159.26
-0.179,-0.371,-0.941,0.033,0.0,-0.003,22.05,-9.0,-74.4,202.68,10.5,-159.26
-0.177,-0.367,-0.936,0.034,0.002,-0.001,22.05,-9.0,-74.4,202.69,10.5,-159.26
-0.177,-0.367,-0.936,0.033,0.0,-0.001,22.8,-9.0,-75.6,202.7,10.49,-159.26
-0.18,-0.376,-0.94,0.036,0.001,-0.003,21.6,-8.85,-76.05,202.71,10.5,-159.26
-0.18,-0.376,-0.942,0.025,-0.001,-0.006,21.75,-9.9,-74.1,202.71,10.49,-159.26
-0.18,-0.376,-0.942,0.034,0.0,-0.003,21.75,-9.9,-74.1,202.72,10.49,-159.25
-0.176,-0.374,-0.943,0.04,0.003,-0.006,21.75,-9.9,-74.1,202.73,10.49,-159.25
-0.179,-0.37,-0.939,0.032,-0.002,-0.0,22.35,-9.6,-74.55,202.74,10.49,-159.25
-0.18,-0.371,-0.934,0.04,0.0,-0.006,21.6,-8.55,-75.0,202.75,10.49,-159.25
-0.18,-0.371,-0.934,0.035,-0.003,-0.005,23.1,-9.3,-75.0,202.75,10.49,-159.25
-0.182,-0.373,-0.941,0.037,0.002,0.001,21.9,-10.8,-75.3,202.76,10.49,-159.24
-0.176,-0.375,-0.935,0.039,-0.002,-0.002,23.25,-9.45,-75.15,202.77,10.48,-159.23
-0.176,-0.375,-0.935,0.036,0.005,-0.004,22.65,-9.3,-75.0,202.78,10.48,-159.23
-0.175,-0.373,-0.942,0.029,0.001,-0.003,22.65,-8.85,-73.2,202.78,10.47,-159.23
-0.178,-0.37,-0.938,0.034,-0.002,-0.005,22.8,-9.45,-74.85,202.79,10.47,-159.23
-0.179,-0.373,-0.94,0.027,-0.005,-0.003,22.35,-9.3,-73.95,202.8,10.47,-159.23
-0.179,-0.373,-0.94,0.033,0.001,-0.002,23.1,-10.5,-73.95,202.8,10.47,-159.22
-0.18,-0.372,-0.939,0.034,-0.001,0.0,22.65,-9.3,-75.0,202.81,10.47,-159.22
-0.184,-0.373,-0.943,0.036,0.001,-0.007,22.8,-8.7,-73.65,202.82,10.47,-159.22
-0.184,-0.373,-0.943,0.029,-0.003,-0.005,24.9,-10.05,-75.3,202.82,10.47,-159.21
-0.183,-0.371,-0.942,0.04,0.003,-0.001,24.9,-10.05,-75.3,202.83,10.47,-159.2
-0.185,-0.373,-0.939,0.035,-0.001,0.002,24.9,-10.05,-75.3,202.83,10.47,-159.19
-0.184,-0.372,-0.936,0.03,-0.001,-0.004,22.8,-9.45,-74.4,202.84,10.47,-159.19
-0.184,-0.372,-0.936,0.034,-0.002,0.001,21.9,-8.55,-75.0,202.85,10.48,-159.19
-0.18,-0.372,-0.942,0.034,-0.002,0.004,22.05,-10.65,-75.15,202.86,10.47,-159.19
-0.178,-0.374,-0.944,0.036,-0.001,-0.004,22.05,-10.65,-75.15,202.86,10.47,-159.19
-0.178,-0.374,-0.944,0.034,0.003,-0.002,23.1,-9.6,-73.5,202.87,10.47,-159.18
-0.178,-0.375,-0.932,0.037,0.007,-0.005,23.55,-9.9,-74.1,202.87,10.46,-159.17
-0.18,-0.376,-0.935,0.032,-0.0,-0.001,23.55,-9.45,-73.35,202.88,10.46,-159.16
-0.177,-0.38,-0.933,0.039,0.003,-0.005,21.75,-7.5,-74.85,202.89,10.46,-159.16
-0.177,-0.38,-0.933,0.035,-0.003,-0.004,23.1,-8.85,-75.0,202.9,10.46,-159.15
-0.183,-0.375,-0.936,0.032,0.001,-0.004,22.5,-9.0,-75.6,202.91,10.46,-159.15
-0.18,-0.37,-0.937,0.035,0.002,-0.002,21.75,-10.95,-75.6,202.92,10.46,-159.15
-0.18,-0.37,-0.937,0.035,0.002,-0.001,21.75,-9.9,-75.15,202.93,10.46,-159.15
-0.179,-0.368,-0.941,0.031,-0.002,0.003,22.05,-8.25,-74.4,202.93,10.46,-159.16
-0.181,-0.374,-0.941,0.04,0.005,-0.001,22.05,-8.25,-74.4,202.94,10.47,-159.16
-0.18,-0.367,-0.944,0.03,0.001,0.001,22.35,-10.05,-74.25,202.95,10.47,-159.16
-0.18,-0.367,-0.944,0.034,0.004,-0.003,22.8,-9.9,-75.9,202.96,10.46,-159.17
-0.18,-0.369,-0.935,0.034,-0.003,-0.002,22.05,-9.45,-74.1,202.96,10.46,-159.17
-0.186,-0.373,-0.934,0.032,0.003,-0.009,23.1,-9.6,-75.0,202.97,10.47,-159.16
-0.186,-0.373,-0.934,0.034,0.0,-0.002,23.1,-9.6,-75.0,202.98,10.47,-159.16
-0.184,-0.364,-0.939,0.039,-0.004,-0.002,22.05,-9.45,-74.4,202.98,10.48,-159.16
-0.179,-0.373,-0.94,0.033,-0.001,-0.001,22.35,-8.55,-73.95,202.99,10.48,-159.17
-0.178,-0.369,-0.934,0.032,0.0,-0.003,22.65,-8.85,-74.55,203.0,10.48,-159.17
-0.178,-0.369,-0.934,0.036,-0.001,-0.007,22.8,-9.9,-74.85,203.0,10.47,-159.17
-0.181,-0.366,-0.934,0.035,0.004,-0.005,21.75,-9.45,-74.4,203.01,10.48,-159.17
-0.182,-0.37,-0.938,0.037,0.003,-0.005,22.8,-9.9,-75.6,203.02,10.48,-159.17
-0.182,-0.37,-0.938,0.037,0.001,-0.002,21.6,-10.05,-75.3,203.02,10.48,-159.17
-0.186,-0.364,-0.934,0.03,-0.002,-0.002,23.1,-9.3,-75.75,203.03,10.48,-159.17
-0.175,-0.37,-0.94,0.03,0.001,0.008,23.4,-9.6,-75.75,203.04,10.48,-159.17
-0.178,-0.373,-0.934,0.034,-0.003,-0.002,23.4,-9.6,-75.75,203.04,10.48,-159.17
-0.178,-0.373,-0.934,0.028,-0.003,0.001,23.1,-8.55,-73.95,203.05,10.47,-159.16
-0.185,-0.373,-0.939,0.037,-0.004,-0.005,22.05,-10.95,-74.85,203.06,10.48,-159.16
-0.181,-0.368,-0.938,0.036,-0.004,0.003,23.4,-7.65,-74.25,203.07,10.48,-159.16
-0.182,-0.372,-0.936,0.033,-0.0,-0.005,23.1,-9.6,-73.95,203.07,10.48,-159.16
-0.182,-0.372,-0.936,0.03,-0.001,-0.002,23.1,-9.6,-73.95,203.08,10.48,-159.15
-0.177,-0.375,-0.941,0.035,0.009,-0.001,22.8,-9.45,-74.85,203.09,10.47,-159.15
-0.176,-0.37,-0.941,0.032,-0.003,0.001,22.35,-8.85,-75.0,203.09,10.47,-159.15
-0.176,-0.37,-0.941,0.028,0.001,-0.002,22.65,-9.6,-74.25,203.1,10.47,-159.15
-0.181,-0.364,-0.936,0.031,-0.003,0.0,23.4,-8.55,-75.75,203.11,10.47,-159.16
-0.18,-0.373,-0.936,0.03,-0.002,-0.002,23.4,-8.55,-75.75,203.12,10.47,-159.16
-0.182,-0.37,-0.938,0.035,0.001,-0.005,23.25,-7.5,-74.85,203.13,10.48,-159.17
-0.182,-0.37,-0.938,0.037,0.006,0.003,22.8,-9.0,-74.85,203.14,10.48,-159.17
-0.181,-0.366,-0.936,0.034,-0.003,0.0,23.25,-9.9,-74.4,203.14,10.48,-159.17
-0.173,-0.373,-0.941,0.037,0.001,0.0,21.9,-9.6,-74.55,203.15,10.47,-159.17
-0.173,-0.373,-0.941,0.036,-0.001,-0.006,21.9,-9.6,-74.55,203.15,10.46,-159.16
-0.177,-0.371,-0.935,0.028,-0.004,0.001,21.75,-9.9,-75.6,203.16,10.46,-159.16
-0.184,-0.37,-0.939,0.037,-0.005,-0.002,21.6,-8.55,-75.3,203.17,10.47,-159.17
-0.18,-0.369,-0.936,0.031,0.001,-0.002,22.05,-9.9,-75.6,203.18,10.47,-159.17
-0.18,-0.369,-0.936,0.031,-0.001,-0.0,21.75,-9.45,-74.85,203.18,10.47,-159.17
-0.182,-0.373,-0.935,0.033,-0.002,0.001,21.75,-9.45,-74.85,203.19,10.47,-159.17
-0.182,-0.368,-0.937,0.04,0.001,-0.003,21.15,-10.05,-75.75,203.2,10.47,-159.17
-0.182,-0.368,-0.937,0.031,0.0,0.0,22.8,-9.9,-73.65,203.2,10.47,-159.17
-0.177,-0.37,-0.936,0.041,0.0,-0.003,24.15,-9.6,-75.0,203.21,10.47,-159.16
-0.182,-0.377,-0.939,0.035,-0.002,0.0,22.35,-8.55,-74.25,203.22,10.47,-159.16
-0.178,-0.374,-0.941,0.033,-0.002,-0.002,22.35,-8.55,-74.25,203.23,10.47,-159.16
-0.178,-0.374,-0.941,0.033,-0.003,-0.008,23.1,-9.3,-75.3,203.23,10.46,-159.16
-0.18,-0.378,-0.945,0.031,0.002,-0.004,22.8,-9.9,-73.65,203.24,10.46,-159.15
-0.184,-0.368,-0.934,0.031,-0.004,-0.001,22.5,-11.85,-74.1,203.24,10.46,-159.14
-0.184,-0.368,-0.934,0.037,0.001,-0.001,22.5,-9.0,-74.85,203.25,10.46,-159.14
-0.174,-0.372,-0.94,0.032,-0.002,-0.001,22.5,-9.0,-74.85,203.26,10.46,-159.14
-0.179,-0.372,-0.94,0.031,0.001,-0.004,22.35,-9.3,-73.5,203.26,10.46,-159.14
-0.178,-0.367,-0.942,0.039,0.001,-0.002,23.55,-9.45,-74.85,203.27,10.45,-159.14
-0.178,-0.367,-0.942,0.031,0.001,0.004,22.65,-8.55,-76.05,203.28,10.45,-159.15
-0.183,-0.373,-0.934,0.027,-0.004,-0.003,21.6,-10.05,-75.0,203.28,10.46,-159.15
-0.182,-0.369,-0.942,0.037,0.001,-0.006,21.6,-10.05,-75.0,203.29,10.46,-159.15
-0.182,-0.369,-0.942,0.03,-0.01,-0.002,23.25,-9.0,-74.1,203.29,10.46,-159.15
-0.179,-0.371,-0.941,0.031,0.001,-0.006,22.5,-9.9,-74.4,203.3,10.45,-159.15
-0.177,-0.369,-0.939,0.034,-0.004,-0.005,22.65,-9.3,-74.25,203.31,10.45,-159.15
-0.177,-0.371,-0.939,0.029,0.005,-0.001,22.35,-10.5,-74.55,203.31,10.45,-159.15
-0.177,-0.371,-0.939,0.033,0.002,-0.008,22.35,-10.5,-74.55,203.32,10.44,-159.14
-0.182,-0.375,-0.934,0.032,0.004,0.004,21.6,-8.85,-75.75,203.32,10.45,-159.14
-0.179,-0.367,-0.945,0.031,0.004,-0.005,22.05,-8.7,-75.15,203.33,10.45,-159.15
-0.179,-0.367,-0.945,0.033,-0.005,-0.002,22.5,-9.0,-75.6,203.34,10.45,-159.16
-0.177,-0.374,-0.937,0.036,0.003,-0.005,21.9,-9.3,-76.05,203.35,10.44,-159.15
-0.18,-0.37,-0.939,0.032,0.0,-0.002,21.9,-9.3,-76.05,203.35,10.44,-159.16
-0.183,-0.372,-0.936,0.037,-0.002,-0.003,22.8,-7.95,-75.15,203.36,10.45,-159.16
-0.183,-0.372,-0.936,0.034,-0.002,-0.001,23.1,-9.3,-75.0,203.37,10.45,-159.16
-0.181,-0.37,-0.933,0.037,0.007,0.002,23.4,-9.6,-75.0,203.38,10.45,-159.15
-0.175,-0.368,-0.935,0.038,-0.004,-0.001,23.4,-9.6,-75.75,203.38,10.45,-159.15
-0.175,-0.368,-0.935,0.034,0.001,0.001,23.4,-9.6,-75.75,203.39,10.44,-159.15
-0.181,-0.371,-0.937,0.033,-0.002,-0.004,22.65,-10.05,-74.25,203.39,10.44,-159.15
-0.185,-0.367,-0.94,0.036,0.001,-0.004,21.75,-9.9,-74.4,203.4,10.45,-159.15
-0.178,-0.377,-0.934,0.037,0.001,-0.003,21.3,-9.0,-76.35,203.41,10.45,-159.14
-0.178,-0.377,-0.934,0.033,0.002,-0.005,21.0,-7.95,-74.1,203.42,10.45,-159.14
-0.179,-0.37,-0.932,0.031,-0.002,-0.003,21.9,-9.6,-75.3,203.43,10.45,-159.14
-0.178,-0.368,-0.934,0.036,0.001,-0.002,23.55,-10.2,-74.1,203.43,10.44,-159.14
-0.178,-0.368,-0.934,0.027,-0.003,-0.005,21.0,-10.65,-74.85,203.44,10.44,-159.14
-0.181,-0.371,-0.933,0.037,0.002,-0.0,22.65,-10.5,-74.55,203.44,10.44,-159.13
-0.182,-0.367,-0.934,0.037,-0.005,-0.001,22.35,-10.5,-74.55,203.44,10.44,-159.13
-0.183,-0.377,-0.936,0.034,0.003,0.002,22.35,-10.5,-74.55,203.45,10.44,-159.12
-0.183,-0.377,-0.936,0.033,0.002,0.001,23.1,-10.8,-75.3,203.46,10.44,-159.1
-0.177,-0.372,-0.944,0.035,-0.001,0.001,23.1,-9.6,-74.25,203.46,10.44,-159.1
-0.18,-0.368,-0.938,0.034,-0.005,0.002,22.65,-10.8,-75.0,203.46,10.43,-159.1
-0.18,-0.368,-0.938,0.035,-0.003,-0.002,22.65,-10.8,-75.0,203.47,10.43,-159.09
-0.178,-0.367,-0.941,0.032,-0.001,-0.006,22.65,-10.8,-75.0,203.47,10.43,-159.09
-0.18,-0.373,-0.936,0.036,0.001,0.001,21.75,-9.0,-75.15,203.48,10.43,-159.09
-0.182,-0.37,-0.939,0.04,0.004,-0.002,23.55,-9.45,-75.6,203.49,10.43,-159.09
-0.182,-0.37,-0.939,0.033,-0.001,-0.001,21.6,-9.6,-73.95,203.49,10.43,-159.09
-0.175,-0.37,-0.937,0.029,0.002,0.0,22.05,-9.45,-75.9,203.5,10.43,-159.1
-0.173,-0.369,-0.937,0.03,-0.003,-0.01,22.5,-10.95,-74.85,203.5,10.42,-159.09
-0.173,-0.369,-0.937,0.035,0.001,-0.002,24.3,-8.25,-74.85,203.51,10.42,-159.09
-0.177,-0.37,-0.939,0.033,-0.003,-0.001,21.75,-9.9,-74.4,203.51,10.41,-159.09
-0.179,-0.373,-0.943,0.031,0.005,-0.007,22.8,-9.9,-74.4,203.52,10.41,-159.09
-0.177,-0.375,-0.934,0.033,-0.002,-0.003,22.35,-10.05,-75.3,203.53,10.41,-159.08
-0.177,-0.375,-0.934,0.037,0.002,0.002,23.25,-8.7,-75.15,203.53,10.41,-159.08
-0.179,-0.369,-0.937,0.034,-0.004,-0.003,23.4,-8.85,-75.0,203.54,10.41,-159.08
-0.177,-0.374,-0.941,0.031,-0.005,-0.005,21.75,-9.45,-75.6,203.55,10.41,-159.08
-0.178,-0.37,-0.938,0.031,-0.002,-0.004,22.5,-10.2,-74.1,203.55,10.4,-159.08
-0.178,-0.37,-0.938,0.039,0.006,0.003,22.5,-10.2,-74.1,203.56,10.4,-159.08
-0.179,-0.373,-0.936,0.029,-0.006,-0.002,22.5,-10.2,-74.1,203.56,10.4,-159.07
-0.186,-0.373,-0.935,0.031,0.002,-0.0,23.4,-10.5,-75.3,203.57,10.4,-159.06
-0.186,-0.373,-0.935,0.035,0.003,-0.002,24.0,-9.9,-75.15,203.57,10.4,-159.06
-0.178,-0.367,-0.944,0.035,0.004,0.001,22.35,-8.55,-75.75,203.58,10.4,-159.07
-0.177,-0.373,-0.94,0.03,-0.005,-0.003,22.35,-8.55,-75.75,203.59,10.4,-159.07
-0.176,-0.369,-0.932,0.036,-0.002,-0.003,22.05,-9.45,-74.85,203.6,10.4,-159.07
-0.176,-0.369,-0.932,0.031,0.002,-0.0,20.85,-8.85,-75.75,203.6,10.4,-159.08
-0.182,-0.366,-0.938,0.036,-0.003,0.002,23.55,-9.45,-75.6,203.61,10.41,-159.08
-0.178,-0.37,-0.939,0.033,0.004,-0.004,23.55,-10.65,-74.4,203.61,10.4,-159.07
-0.178,-0.37,-0.939,0.036,-0.001,0.001,23.55,-10.65,-74.4,203.61,10.4,-159.07
-0.179,-0.372,-0.934,0.028,0.002,-0.002,22.35,-9.3,-75.3,203.62,10.4,-159.07
-0.184,-0.369,-0.939,0.037,-0.001,0.001,21.75,-10.65,-74.4,203.63,10.4,-159.06
-0.182,-0.369,-0.935,0.037,-0.002,-0.002,21.9,-10.8,-75.3,203.63,10.4,-159.06
-0.182,-0.369,-0.935,0.031,-0.003,-0.006,21.3,-9.9,-74.85,203.64,10.4,-159.06
-0.182,-0.37,-0.937,0.037,0.004,-0.008,21.3,-9.9,-74.85,203.64,10.4,-159.06
-0.179,-0.366,-0.933,0.036,-0.001,-0.003,22.8,-8.7,-74.85,203.65,10.41,-159.07
-0.179,-0.366,-0.933,0.035,0.002,-0.002,21.9,-8.85,-74.25,203.66,10.41,-159.07
-0.18,-0.375,-0.939,0.036,0.001,0.0,21.6,-8.55,-75.75,203.67,10.41,-159.07
-0.179,-0.367,-0.94,0.029,0.002,-0.0,21.9,-10.5,-74.55,203.67,10.41,-159.07
-0.184,-0.367,-0.936,0.029,0.001,-0.001,21.9,-10.5,-74.55,203.67,10.41,-159.07
-0.184,-0.367,-0.936,0.036,0.001,-0.005,23.1,-9.6,-74.55,203.68,10.41,-159.07
-0.175,-0.372,-0.938,0.026,-0.005,0.0,23.25,-9.45,-74.85,203.68,10.41,-159.07
-0.179,-0.371,-0.94,0.038,0.008,-0.006,22.65,-10.5,-75.0,203.69,10.4,-159.07
-0.179,-0.371,-0.94,0.031,0.003,-0.001,23.4,-9.3,-74.25,203.69,10.4,-159.06
-0.181,-0.373,-0.938,0.033,0.001,-0.002,23.4,-9.3,-74.25,203.7,10.4,-159.06
-0.178,-0.37,-0.938,0.03,-0.001,-0.003,24.75,-9.45,-74.1,203.7,10.4,-159.06
-0.181,-0.375,-0.936,0.036,-0.003,-0.001,22.65,-9.0,-75.6,203.71,10.4,-159.05
-0.181,-0.375,-0.936,0.03,0.0,-0.005,22.65,-10.5,-76.5,203.72,10.4,-159.05
-0.179,-0.365,-0.941,0.03,-0.005,0.003,23.1,-10.5,-75.0,203.72,10.4,-159.05
-0.185,-0.37,-0.94,0.035,-0.003,0.0,22.8,-8.7,-74.1,203.73,10.4,-159.05
-0.185,-0.37,-0.94,0.033,-0.002,-0.002,23.1,-9.3,-75.0,203.73,10.41,-159.05
-0.184,-0.369,-0.936,0.029,0.005,-0.001,22.8,-9.9,-76.35,203.74,10.41,-159.05
-0.185,-0.378,-0.94,0.031,0.003,-0.003,22.65,-10.5,-75.3,203.74,10.41,-159.04
-0.182,-0.368,-0.946,0.032,0.002,-0.0,23.85,-9.3,-73.95,203.75,10.41,-159.04
-0.182,-0.368,-0.946,0.028,-0.001,0.003,23.85,-9.3,-73.95,203.75,10.41,-159.05
-0.181,-0.369,-0.94,0.036,0.001,-0.005,22.35,-10.05,-75.3,203.76,10.41,-159.05
-0.178,-0.369,-0.938,0.032,-0.0,-0.003,23.25,-8.7,-74.1,203.76,10.41,-159.05
-0.178,-0.369,-0.938,0.033,0.002,0.004,22.65,-10.05,-74.25,203.77,10.41,-159.05
-0.18,-0.379,-0.936,0.033,0.0,-0.005,23.55,-8.7,-74.4,203.78,10.41,-159.04
-0.18,-0.368,-0.942,0.028,0.001,-0.0,23.55,-8.7,-74.4,203.78,10.41,-159.05
-0.18,-0.368,-0.939,0.035,-0.002,-0.002,22.65,-9.3,-74.55,203.79,10.41,-159.05
-0.18,-0.368,-0.939,0.042,0.001,-0.001,24.0,-9.45,-75.9,203.79,10.41,-159.05
-0.185,-0.371,-0.933,0.031,-0.005,0.0,23.1,-8.1,-74.55,203.8,10.41,-159.05
-0.175,-0.374,-0.944,0.037,0.001,-0.001,21.6,-8.1,-75.3,203.81,10.41,-159.06
-0.175,-0.374,-0.944,0.033,-0.003,-0.001,23.1,-9.6,-74.55,203.82,10.41,-159.05
-0.178,-0.371,-0.942,0.034,-0.005,-0.003,23.1,-10.05,-75.3,203.82,10.4,-159.05
-0.182,-0.372,-0.937,0.035,0.0,-0.002,22.05,-9.9,-74.1,203.83,10.4,-159.05
-0.187,-0.367,-0.938,0.036,-0.0,-0.001,22.8,-8.25,-72.9,203.83,10.41,-159.05
-0.187,-0.367,-0.938,0.028,-0.001,-0.001,23.85,-10.5,-75.0,203.83,10.41,-159.05
-0.179,-0.371,-0.94,0.042,0.002,-0.003,23.85,-10.5,-75.0,203.84,10.41,-159.04
-0.182,-0.368,-0.939,0.036,0.001,-0.003,22.5,-10.65,-74.4,203.84,10.41,-159.04
-0.182,-0.368,-0.939,0.036,0.001,-0.004,23.4,-8.85,-74.55,203.85,10.41,-159.04
-0.179,-0.368,-0.935,0.03,0.003,-0.002,21.75,-9.0,-74.4,203.85,10.41,-159.05
-0.178,-0.369,-0.937,0.03,-0.001,-0.007,21.75,-9.0,-74.4,203.86,10.41,-159.05
-0.184,-0.37,-0.936,0.035,-0.005,-0.004,21.75,-9.0,-74.4,203.87,10.42,-159.05
-0.184,-0.37,-0.936,0.031,-0.002,0.0,22.65,-9.6,-74.55,203.87,10.42,-159.05
-0.181,-0.369,-0.936,0.033,0.001,-0.001,22.35,-10.5,-75.75,203.88,10.42,-159.05
-0.179,-0.368,-0.933,0.033,-0.001,0.002,22.05,-8.25,-75.6,203.89,10.42,-159.05
-0.179,-0.368,-0.933,0.036,-0.003,-0.003,24.0,-9.0,-75.15,203.89,10.42,-159.05
-0.182,-0.369,-0.937,0.03,0.0,-0.0,22.05,-9.45,-76.65,203.9,10.42,-159.06
-0.18,-0.37,-0.935,0.038,-0.001,-0.003,24.0,-8.25,-75.15,203.9,10.42,-159.06
-0.175,-0.367,-0.939,0.037,0.001,-0.0,23.1,-8.85,-75.0,203.91,10.42,-159.06
-0.175,-0.367,-0.939,0.036,0.004,-0.003,22.65,-9.6,-74.25,203.92,10.41,-159.06
-0.179,-0.37,-0.936,0.033,-0.004,0.001,23.25,-8.7,-74.4,203.92,10.41,-159.06
-0.182,-0.373,-0.941,0.039,0.0,-0.001,22.5,-9.9,-75.15,203.93,10.41,-159.06
-0.182,-0.373,-0.941,0.031,-0.003,-0.002,22.35,-10.5,-75.0,203.93,10.41,-159.05
-0.182,-0.371,-0.942,0.038,0.003,-0.003,23.4,-10.5,-75.3,203.93,10.41,-159.05
-0.181,-0.372,-0.939,0.033,0.001,0.0,22.8,-7.95,-75.15,203.94,10.41,-159.05
-0.181,-0.374,-0.94,0.036,0.002,-0.001,22.8,-7.95,-75.15,203.95,10.42,-159.06
-0.181,-0.374,-0.94,0.033,-0.003,-0.004,22.8,-7.95,-75.15,203.96,10.42,-159.06
-0.179,-0.37,-0.936,0.033,0.006,0.001,24.15,-9.6,-74.25,203.97,10.42,-159.05
-0.178,-0.373,-0.935,0.032,0.001,-0.001,23.1,-10.5,-75.3,203.97,10.41,-159.05
-0.178,-0.373,-0.935,0.036,0.002,-0.003,23.1,-9.3,-75.0,203.98,10.41,-159.04
-0.182,-0.372,-0.937,0.033,-0.001,0.001,23.1,-9.3,-75.0,203.98,10.41,-159.04
-0.178,-0.369,-0.941,0.034,-0.005,0.0,23.1,-8.85,-75.0,203.99,10.41,-159.04
